official_name,FECID,nothing_2024,firstname,lastname,bioname,state,state_abb,district,incumbent,level,electoral_district,office_name,candidate_UUID,party_ID,DOB,race,gender,person_UUID,ICPSR,state_ICPSR,bioguide_ID,nominate_dim1,office_facebook_page,office_instagram_account,office_twitter_account,office_youtube_account,office_tiktok_account,campaign_facebook_page,campaign_instagram_account,campaign_twitter_account,campaign_youtube_account,campaign_tiktok_account,office_truthsocial_account,campaign_truthsocial_account,office_telegram_account,campaign_telegram_account,office_gettr_account,campaign_gettr_account,office_rumble_account,campaign_rumble_account,cook_2024,competitive,seatup_2024,cookreport24_raw,party_standardized
Allen Rodney Waters,H4RI01141,0.0,Allen,Waters,,Rhode Island,RI,1.0,Non-Incumbent,country,Rhode Island's 1st congressional district,U.S. Representative,5278ab1d-0666-57a0-9151-e3b1aa6b3a76,Republican Party,,,,74d7d9fa-095a-4751-b2ee-ca5c965320bf,,,,,,,,,,https://www.facebook.com/watersforcongress2024,https://www.instagram.com/allenrwaters,https://x.com/AllenWatersUSA,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Allyson MuÃ±iz Damikolas,H4CA40106,0.0,Allyson,Damikolas,,California,CA,40.0,Non-Incumbent,country,California's 40th congressional district,U.S. Representative,10ce099e-1db2-5c24-b22a-2e5363d47608,Democratic Party,,,,c8c775c6-8c03-4509-a989-ec593f43c7c7,,,,,,,,,,https://www.facebook.com/AllysonforCongress,https://www.instagram.com/allysonforcongress/,https://twitter.com/allysonforCA,https://www.youtube.com/@AllysonforCongress/featured,https://www.tiktok.com/@allysonforcongress?lang=en,,,,,,,,,Likely Republican,1.0,,,Democratic Party
Alma Adams,H4NC12100,0.0,Alma,Adams,"ADAMS, Alma",North Carolina,NC,12.0,Incumbent,country,North Carolina's 12th congressional district,U.S. Representative,d0a08a7c-fc80-5fa7-8b97-5fa1d48452ca,Democratic Party,5/27/46,Black or African-American,Female,c2911117-4814-4aa9-8bee-0ac04c47ae01,21545.0,47.0,A000370,-0.463,https://www.facebook.com/CongresswomanAdams/,https://www.instagram.com/repadams/,https://twitter.com/RepAdams,"https://www.youtube.com/channel/UCPI9ao1Cr1nxEUD2r-usRjQ, https://www.youtube.com/@repadamsarchive",,https://www.facebook.com/AlmaAdamsforCongress,,https://twitter.com/AlmaforCongress,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Altimont Mark Wilks,H4MD06365,0.0,Altimont,Wilks,,Maryland,MD,6.0,Non-Incumbent,country,Maryland's 6th congressional district,U.S. Representative,ef73bbdf-5bb8-572a-b584-c1cddd5038d9,Democratic Party,,,,091e3653-d056-48a5-98f1-ef1a7dc500c2,,,,,,,,,,https://www.facebook.com/people/Altimont-Wilks/100069895580321/,https://www.instagram.com/rhyme_pays/,,https://www.youtube.com/@altimontwilks3246,https://www.tiktok.com/@altimontwilks?lang=en,,,,,,,,,Likely Democrat,1.0,,,Democratic Party
Amanda Edwards,H4TX18138,0.0,Amanda,Edwards,,Texas,TX,18.0,Non-Incumbent,country,Texas's 18th congressional district,U.S. Representative,0a9aa34d-83a0-563f-ad82-d572ed84adc2,Democratic Party,,,,25de8b26-1979-4712-895e-18e14f2d1c08,,,,,,,,,,https://www.facebook.com/amandakedwardstx,https://www.instagram.com/amandakedwardstx/,https://twitter.com/AKEdwardsTX,https://www.youtube.com/@AKEdwardsTX,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Amanda R. Waldman,H2PA09126,0.0,Amanda,Waldman,,Pennsylvania,PA,9.0,Non-Incumbent,country,Pennsylvania's 9th congressional district,U.S. Representative,6984edcb-dfea-5fe1-90de-a49545853f2d,Democratic Party,,,,fa46c8c2-6cef-4533-9264-148d84d606e8,,,,,,,,,,https://www.facebook.com/Waldman4PA/,https://www.instagram.com/waldman4pa/,https://x.com/waldman4pa,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Ami Bera,H0CA03078,0.0,Ami,Bera,"BERA, Ami",California,CA,6.0,Incumbent,country,California's 6th congressional district,U.S. Representative,5edc80d5-0f38-5719-b607-33876786d8a6,Democratic Party,3/2/65,Asian American or Pacific Islander,Male,7135df28-257d-47f3-9e2c-3850d9fb267b,21304.0,71.0,B001287,-0.244,https://www.facebook.com/RepAmiBera,https://www.instagram.com/repbera/,https://twitter.com/RepBera,https://www.youtube.com/repamibera,https://www.tiktok.com/@rep.bera.ami,https://www.facebook.com/BeraForCongress,,https://twitter.com/BeraForCongress,https://www.youtube.com/user/BeraForCongress,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Amish Shah,H4AZ01194,0.0,Amish,Shah,,Arizona,AZ,1.0,Non-Incumbent,country,Arizona's 1st congressional district,U.S. Representative,2d9a10f4-0af8-5bbb-ab9d-5faad41e3063,Democratic Party,,,,9810dcd9-7dcd-4084-9c10-cf7a2eec5a5e,,,,,,,,,,https://www.facebook.com/AmishShahMD/,https://www.instagram.com/dr.amishshah/,https://x.com/DrAmishShah,,,,,,,,,,,Republican Toss Up,1.0,,,Democratic Party
Amy Cox,H4OH10183,0.0,Amy,Cox,,Ohio,OH,10.0,Non-Incumbent,country,Ohio's 10th congressional district,U.S. Representative,2b4979cc-819c-5088-9dc5-c16a2f368991,Democratic Party,,,,eb361761-3af6-4c06-8659-c12f62ecbe89,,,,,,,,,,https://www.facebook.com/voteamycox/,https://www.instagram.com/voteamycox/,https://twitter.com/VoteAmyCox,https://www.youtube.com/@voteamycox/featured,https://www.tiktok.com/@cox4congress,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Amy L. Ryan Courser,H0OR05104,0.0,Amy,Courser,,Oregon,OR,4.0,Non-Incumbent,country,Oregon's 4th congressional district,U.S. Representative,62c3f94b-c202-560d-b9a8-0c5e00bba914,Republican Party,,,,70b97e7c-08ef-4b65-ab80-958f435451e8,,,,,,,,,,https://www.facebook.com/amyfororegon/,https://www.instagram.com/amyfororegon/,https://twitter.com/AmyforOregon,https://www.youtube.com/@amyryancourserforcongress4950,,,,,,,,,,Likely Democrat,1.0,,,Republican Party
AndrÃ©  Jacque,H4WI08093,0.0,Andre,Jacque,,Wisconsin,WI,8.0,Non-Incumbent,country,Wisconsin's 8th congressional district,U.S. Representative,155a7755-1b1f-55f3-93b1-9320e8311bbb,Republican Party,,,,a252028b-6e51-4d0c-abe3-d107e7038007,,,,,,,,,,https://www.facebook.com/Jacque4Senate/,,https://x.com/jacque4wi,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
AndrÃ© Carson,H8IN07184,0.0,Andre,Carson,"CARSON, AndrÃÂ©",Indiana,IN,7.0,Incumbent,country,Indiana's 7th congressional district,U.S. Representative,1a1e06d0-4bc6-5430-a2dc-c39a389c3369,Democratic Party,10/16/74,Black or African-American,Male,8b4d1b68-bb5e-43a9-8917-18af45b5b0bd,20757.0,22.0,C001072,-0.434,https://www.facebook.com/CongressmanAndreCarson,https://www.instagram.com/repandrecarson/,https://twitter.com/repandrecarson,https://www.youtube.com/user/repandrecarson,,https://www.facebook.com/CarsonforCongress,,https://twitter.com/Andre4Congress,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andrea Doria Kale,H2FL17106,0.0,Andrea,Kale,,Florida,FL,18.0,Non-Incumbent,country,Florida's 18th congressional district,U.S. Representative,189a4669-8f50-59e2-883e-ce8db5912493,Democratic Party,10/21/58,,,3ed4f93f-3660-43ac-a49b-a4d6e118e146,,,,,,,,,,https://www.facebook.com/AndreaDoria1021,https://www.instagram.com/AndreaDoria1021,https://twitter.com/andreadoriakale,https://www.youtube.com/@andreadoriakale/featured,https://www.tiktok.com/@andreadoria0726,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andrea L. Crooms,H4MD05201,0.0,Andrea,Crooms,,Maryland,MD,5.0,Non-Incumbent,country,Maryland's 5th congressional district,U.S. Representative,b20ed4d7-4f30-5c0c-be22-3bdf94a833d0,Democratic Party,,,,3d280f14-ffcb-4ccb-a02e-4e42a29611cd,,,,,,,,,,https://www.facebook.com/croomsforcongress,https://www.instagram.com/andrea.crooms/,https://x.com/andreacrooms,https://www.youtube.com/@AndreaCrooms,https://www.tiktok.com/@andrea_crooms?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andrea O. Bailey,H4VA07341,0.0,Andrea,Bailey,,Virginia,VA,7.0,Non-Incumbent,country,Virginia's 7th congressional district,U.S. Representative,8641acf0-f12c-53d7-a1a8-eb4770882586,Democratic Party,,,,e9a342ba-23a2-4166-9f9a-5715ec0f9a77,,,,,,,,,,https://www.facebook.com/AndreaBaileyVA,https://www.instagram.com/andreabaileyva/,https://twitter.com/AndreaBaileyVA,,,,,,,,,,,Lean Democrat,1.0,,,Democratic Party
Andrea S. Morse,H4NY11211,0.0,Andrea,Morse,,New York,NY,11.0,Non-Incumbent,country,New York's 11th congressional district,U.S. Representative,d1365406-6ffb-58ef-ad32-6ed1a40cc682,Democratic Party,,,,21d00c90-0b5a-4f7f-b5de-a4a53a6b6bd6,,,,,,,,,,,,,,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andrea Salinas,H2OR06066,0.0,Andrea,Salinas,"SALINAS, Andrea",Oregon,OR,6.0,Incumbent,country,Oregon's 6th congressional district,U.S. Representative,caea99ba-10fc-512d-9c78-fb234c118cc4,Democratic Party,12/6/69,Hispanic or Latino,Female,1af5f10d-e806-43fc-a6db-772b44735787,22361.0,72.0,S001226,-0.207,https://www.facebook.com/RepSalinas,https://www.instagram.com/repsalinas/,https://twitter.com/repsalinas,,,https://www.facebook.com/andreasalinasoregon,https://www.instagram.com/andreasalinasfororegon/,https://twitter.com/AndreaRSalinas,,,,,,,,,,,Lean Democrat,1.0,,,Democratic Party
Andrei Cherny,H4AZ01202,0.0,Andrei,Cherny,,Arizona,AZ,1.0,Non-Incumbent,country,Arizona's 1st congressional district,U.S. Representative,1dc21639-3ca3-5d34-a1be-5af1285671a7,Democratic Party,,,,e4388b00-0d76-4903-b713-cc3f35710717,,,,,,,,,,https://www.facebook.com/andreichernyforarizona,https://www.instagram.com/andreicherny,https://x.com/AndreiCherny,https://www.youtube.com/user/AndreiforArizona,,,,,,,,,,Republican Toss Up,1.0,,,Democratic Party
Andrew Aasen,H4OR05312,0.0,Andrew,Aasen,,Oregon,OR,5.0,Non-Incumbent,country,Oregon's 5th congressional district ,U.S. Representative,,Unaffiliated,,,,,,,,,,,,,,https://www.facebook.com/people/Andrew-Aasen-For-Congress/100095418662349/?mibextid=LQQJ4d,https://www.instagram.com/andrewaasen4congress,,https://www.youtube.com/@AndrewAasenCongress,,,,,,,,,,Republican Toss Up,1.0,,,Third Party
Andrew Clyde,H0GA09246,0.0,Andrew,Clyde,"CLYDE, Andrew S.",Georgia,GA,9.0,Incumbent,country,Georgia's 9th congressional district,U.S. Representative,cd88b034-f14d-5308-a25d-3e949bb408f2,Republican Party,11/22/63,White,Male,92b4482e-638c-4750-b675-2ebc154d44e1,22110.0,44.0,C001116,0.825,https://www.facebook.com/RepresentativeClyde,https://www.instagram.com/repclyde/,https://twitter.com/Rep_Clyde,https://www.youtube.com/channel/UC-o-UOnLuu8pZxZpShG4s7A,,https://www.facebook.com/Clyde4Congress,,https://twitter.com/AndrewClyde_,https://www.youtube.com/@andrewclydeforcongress218,,,https://truthsocial.com/@AndrewClyde,,,https://gettr.com/user/RepClyde,,,,Not Competitive,0.0,,,Republican Party
Andrew David Engdahl,H2CA04155,0.0,Andrew,Engdahl,,California,CA,4.0,Non-Incumbent,country,California's 4th congressional district,U.S. Representative,36062c97-f20f-5eae-a360-3071c881bf3e,Democratic Party,,,,32a5d0f4-6c05-4d7b-965e-4be0e3fa4e4b,,,,,,,,,,https://www.facebook.com/EngdahlforCongress/,https://www.instagram.com/engdahl_usa/,https://twitter.com/AndrewEngdahl,https://www.youtube.com/@AndrewEngdahl-zb7gj,https://www.tiktok.com/@engdahl_usa?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andrew Gutmann,H4FL22136,0.0,Andrew,Gutmann,,Florida,FL,22.0,Non-Incumbent,country,Florida's 22nd congressional district,U.S. Representative,367fbc52-708e-5404-b254-837bf0fda7c4,Republican Party,,,,0adcee96-ceaa-47e7-97a6-4e291b1c3fc7,,,,,,,,,,https://www.facebook.com/GutmannforCongress,https://www.instagram.com/gutmannforcongress/,https://twitter.com/AndrewGutmann,https://www.youtube.com/@AndrewGutmannforCongress-qc2mz,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Andrew Horne,H4AZ01186,0.0,Andrew,Horne,,Arizona,AZ,1.0,Non-Incumbent,country,Arizona's 1st congressional district,U.S. Representative,98e5ba57-cd46-5615-a28f-cee49fc48c28,Democratic Party,,,,7e842c19-0687-4ab1-b046-29b7be67ae60,,,,,,,,,,https://www.facebook.com/HorneforArizona,https://www.instagram.com/horneforarizona,https://x.com/HorneforArizona,https://www.youtube.com/@HorneForArizona,,,,,,,,,,Republican Toss Up,1.0,,,Democratic Party
Andrew Jones,H4MO01142,0.0,Andrew,Jones,,Missouri,MO,1.0,Non-Incumbent,country,Missouri's 1st congressional district,U.S. Representative,062a7748-dd25-5809-9895-fb4d81577a44,Republican Party,,,,260236e7-ae62-4960-b6b8-d4203c25f364,,,,,,,,,,https://www.facebook.com/AndrewJonesMO,https://www.instagram.com/AndrewJonesMO,https://x.com/AndrewJonesMO,https://www.youtube.com/@ajones4congress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Andrew Piantidosi,H4ME01152,0.0,Andrew,Piantidosi,,Maine,ME,1.0,Non-Incumbent,country,Maine's 1st congressional district,U.S. Representative,40f422ee-3495-54e8-ab8a-cc60eff9ed41,Republican Party,,,,461b035e-18e0-4583-b602-d45f001d898e,,,,,,,,,,https://www.facebook.com/people/Andrew-Piantidosi/pfbid02nk5jnAWeWE4czgw8U8eGzmpgiMX7RwdzBDV8s5MzrwGNgHfds7bvxPzS9pBL7bN3l/,https://www.instagram.com/andrewformaine/,https://x.com/AndrewforMaine,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Andrew R. Garbarino,H0NY02234,0.0,Andrew,Garbarino,"GARBARINO, Andrew R.",New York,NY,2.0,Incumbent,country,New York's 2nd congressional district,U.S. Representative,ca719085-98f2-5585-95c4-2a3921f5bb35,Republican Party,9/27/84,White,Male,82180bab-df8b-4e9a-b970-35c1dc25cf39,22117.0,13.0,G000597,0.244,https://www.facebook.com/RepAndrewGarbarino/,https://www.instagram.com/repandrewgarbarino/,https://twitter.com/RepGarbarino,"https://www.youtube.com/channel/UCX2bIeS3GwszQNxqPOGmtmw , https://www.youtube.com/channel/UCX2bIeS3GwszQNxqPOGmtmw, https://www.youtube.com/@rep.andrewgarbarino9275",,https://www.facebook.com/GarbarinoforNY/,https://www.instagram.com/garbarinoforcongress/,https://twitter.com/GarbarinoforNY,https://www.youtube.com/channel/UCJrGd8qJE_pNc0s0EYb1AFQ,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Andy Barr,H0KY06104,0.0,Andy,Barr,"BARR, Garland H. (Andy) IV",Kentucky,KY,6.0,Incumbent,country,Kentucky's 6th congressional district,U.S. Representative,0ca4bc52-544c-55e9-b662-b445143310ce,Republican Party,7/24/73,White,Male,cfb6acfe-f4c7-406e-b2d8-63d8ae5db513,21333.0,51.0,B001282,0.486,https://www.facebook.com/RepAndyBarr,https://www.instagram.com/RepAndyBarr/,https://twitter.com/RepAndyBarr,https://www.youtube.com/repandybarr,,https://www.facebook.com/BarrForCongress,https://instagram.com/andybarrforcongress,https://twitter.com/barrforcongress,,,,,,,,,,,Not Competitive,0.0,,,Republican Party
Andy Biggs,H6AZ05083,0.0,Andy,Biggs,"BIGGS, Andrew S.",Arizona,AZ,5.0,Incumbent,country,Arizona's 5th congressional district,U.S. Representative,07418531-ce29-5d35-84d0-000ee1d9b528,Republican Party,11/7/58,White,Male,619dbae7-0ac2-45ab-bf96-7abb282b92d7,21705.0,61.0,B001302,0.823,"https://www.facebook.com/RepAndyBiggs, https://www.facebook.com/repandybiggs",https://www.instagram.com/repandybiggs/,https://twitter.com/RepAndyBiggsAZ,https://www.youtube.com/channel/UCqSq9kWOxk9yNTeILBCVC1w,,https://www.facebook.com/biggsforcongress,https://www.instagram.com/andybiggsaz/,https://twitter.com/andybiggs4az,https://www.youtube.com/channel/UCqtulpp-D8muHOF-Cj8wqXA/videos,,,,,,https://gettr.com/user/RepAndyBiggsAZ,,,https://rumble.com/c/RepAndyBiggs,Not Competitive,0.0,,,Republican Party
Andy Harris,H8MD01094,0.0,Andy,Harris,"HARRIS, Andy",Maryland,MD,1.0,Incumbent,country,Maryland's 1st congressional district,U.S. Representative,beca35e3-a1fc-55ac-b218-9a2bbb93d010,Republican Party,1/25/57,White,Male,9c919795-854e-44b6-8581-4bc565618d40,21139.0,52.0,H001052,0.67,https://www.facebook.com/AndyHarrisMD,https://www.instagram.com/rep.harris/,https://twitter.com/RepAndyHarrisMD,https://www.youtube.com/user/RepAndyHarris,,"http://www.facebook.com/harrisforcongress, https://facebook.com/harrisforcongress",https://www.instagram.com/harrisforcongress/,https://twitter.com/Harris4Congress,https://www.youtube.com/channel/UCXZgJrhEJKgt5I85kvCjGXA,,,,,,https://gettr.com/user/RepAndyHarrisMD,,,,Not Competitive,0.0,,,Republican Party
Andy Kim,H8NJ03206,0.0,Andy,Kim,"KIM, Andy",New Jersey,NJ,3.0,Incumbent; Ran for Senate,country,New Jersey's 3rd congressional district,U.S. Representative,9c6ce1ec-ec8d-5a58-a4cb-587745b6baa4,Democratic Party,7/12/82,Asian American or Pacific Islander,Male,7d79b2e1-e327-4f6b-98d8-5fdfdda2ed08,21937.0,12.0,K000394,-0.337,https://www.facebook.com/RepAndyKimNJ/,https://www.instagram.com/RepAndykimnj/,https://twitter.com/RepAndyKimNJ,https://www.youtube.com/c/repandykimnj,,https://www.facebook.com/AndyKimNJ,https://www.instagram.com/andykimnj/,https://twitter.com/AndyKimNJ,https://www.youtube.com/@andykimNJ,,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andy Morales,H4CA20132,0.0,Andy,Morales,,California,CA,20.0,Non-Incumbent,country,California's 20th congressional district,U.S. Representative,8eb02d4d-929a-5d80-bf41-fe74dd07a899,Democratic Party,,,,e6e5d9d3-e2a8-497f-b460-11142fcee572,,,,,,,,,,https://www.facebook.com/andymoralesca20/,https://www.instagram.com/andymoralesca20/,https://twitter.com/Andy_Morales20,,https://www.tiktok.com/@andy_morales20?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Andy Ogles,H2TN05446,0.0,Andy,Ogles,"OGLES, Andy",Tennessee,TN,5.0,Incumbent,country,Tennessee's 5th congressional district,U.S. Representative,,Republican Party,6/18/71,White,Male,60c0363a-2253-4ea8-a873-a433fe99df6a,22357.0,54.0,O000175,0.794,https://www.facebook.com/RepAndyOgles,https://www.instagram.com/repandyogles/,https://twitter.com/RepOgles,https://www.youtube.com/@repandyogles,,https://facebook.com/andyogles,https://www.instagram.com/andrew.ogles/ ,https://twitter.com/andyogles,,,,,,,,https://gettr.com/user/AndyOgles,,https://rumble.com/c/RepAndyOgles,Not Competitive,0.0,,,Republican Party
Andy Zay,H4IN03141,0.0,Andy,Zay,,Indiana,IN,3.0,Non-Incumbent,country,Indiana's 3rd congressional district,U.S. Representative,4111150c-c0f1-53fd-b438-4bcd9198722a,Republican Party,,,,af68df73-4094-4892-843b-4f7e7e961c5c,,,,,,,,,,https://www.facebook.com/senandyzay,https://www.instagram.com/andyzayforcongress/,https://twitter.com/senandyzay,https://www.youtube.com/@ZayforCongress,,,,,,,,,,Not Competitive,0.0,,,Republican Party
AngÃ©lica MarÃ­a DueÃ±as,H8CA29100,0.0,Angelica,Duenas,,California,CA,29.0,Non-Incumbent,country,California's 29th congressional district,U.S. Representative,6cbcee5f-90dc-58e9-87a2-413e6aa961c2,Democratic Party,,,,858ca988-ed63-4345-a135-f31791f2b705,,,,,,,,,,https://www.facebook.com/Angelica4CA,https://www.instagram.com/angelica4ca/,https://twitter.com/angelica4CA,https://www.youtube.com/@angelicaduenasforcongress3154/videos,https://www.tiktok.com/@angelica4ca?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
Angel Fierro,H4TX29051,0.0,Angel,Fierro,,Texas,TX,29.0,Non-Incumbent,country,Texas's 29th congressional district,U.S. Representative,42108d26-269c-5ab7-982b-f3ef4b5f6461,Republican Party,,,,e219c5e1-db4a-4116-8c86-c7f67de0486a,,,,,,,,,,https://www.facebook.com/profile.php?id=61554440639062,https://www.instagram.com/mujerdefierro/,https://x.com/_AngelFierro/status/1764737779743731916,,https://www.tiktok.com/@angelfierro_,,,,,,,,,Not Competitive,0.0,,,Republican Party
Angie Craig,H6MN02131,0.0,Angie,Craig,"CRAIG, Angela",Minnesota,MN,2.0,Incumbent,country,Minnesota's 2nd congressional district,U.S. Representative,2751ffba-bf13-575b-ad32-af9c635465c7,Democratic Party,2/14/72,White,Female,8a0ec881-bbb6-469e-bd94-5a3615646688,21910.0,33.0,C001119,-0.264,https://www.facebook.com/RepAngieCraig,https://www.instagram.com/repangiecraig/,https://twitter.com/RepAngieCraig,https://www.youtube.com/c/RepAngieCraig,,https://www.facebook.com/AngieCraigforCongress/,https://www.instagram.com/acraigcd2/,https://twitter.com/AngieCraigMN,https://www.youtube.com/channel/UCIQeh8zK8g51o9pNGGglHVA,,,,,,,,,,Lean Democrat,1.0,,,Democratic Party
Anil Kumar,H4MI10131,0.0,Anil,Kumar,,Michigan,MI,10.0,Non-Incumbent,country,Michigan's 10th congressional district,U.S. Representative,71c43730-2f28-5cda-b15e-3e742d75e690,Democratic Party,,,,250a93ad-fc30-49ce-80c9-7643fc7aa109,,,,,,,,,,https://www.facebook.com/DrKumarforCongress,https://www.instagram.com/drkumarforcongress,https://x.com/drkumarmichigan,https://www.youtube.com/@drAnilkumar4congress/featured,https://www.tiktok.com/@drkumarforcongress?lang=en,,,,,,,,,Lean Republican,1.0,,,Democratic Party
Anita Chen,H4CA17310,0.0,Anita,Chen,,California,CA,17.0,Non-Incumbent,country,California's 17th congressional district,U.S. Representative,225cc1fc-ff3a-57c3-8cca-fdfd0d6fd19a,Republican Party,,,,9eea8a01-1ed6-425d-bb26-640f1a67c05a,,,,,,,,,,https://www.facebook.com/people/Anita-For-US-Congress-2024/61553036496043/,https://www.instagram.com/anitaforcongress.us/,https://x.com/Anita4Congress,https://www.youtube.com/@Anita-forCD17,https://www.tiktok.com/@anitaforcongress,,,,,,,,,Not Competitive,0.0,,,Republican Party
Ann Kuster,H0NH02181,0.0,Annie,Kuster,"KUSTER, Ann McLane",New Hampshire,NH,2.0,Incumbent; Retired,country,New Hampshire's 2nd congressional district,U.S. Representative,1a0c2602-2fbb-5a48-98e7-f875bb58f5c0,Democratic Party,9/5/56,White,Female,496896d4-a94e-42a3-af17-6998f4fb714e,21340.0,4.0,K000382,-0.263,https://www.facebook.com/CongresswomanAnnieKuster,https://www.instagram.com/repanniekuster/,https://twitter.com/RepAnnieKuster,https://www.youtube.com/user/RepKuster,,https://www.facebook.com/kuster,https://instagram.com/annmclanekuster,https://twitter.com/AnnMcLaneKuster,,,,,,,,,,,Likely Democrat,1.0,,,Democratic Party
Ann Marie Danimus,H4WA05150,0.0,Ann,Danimus,,Washington,WA,5.0,Non-Incumbent,country,Washington's 5th congressional district,U.S. Representative,046af0aa-8792-59e7-9745-34e43f9c8a84,Democratic Party,,,,2d89e575-7d13-4523-87f1-5b099d235563,,,,,,,,,,https://www.facebook.com/Vote4AnnMarie/,https://www.instagram.com/vote4annmarie/,https://x.com/vote4annmarie,https://www.youtube.com/channel/UCOb4hYWxc8ddcC7A7ORc5aA,https://www.tiktok.com/@bluecollardem?lang=en,,,,,,,,,Not Competitive,0.0,,,Democratic Party
